"","fecha","rank","artista","cancion"
"33565",2024-02-17,65,"Drake","You Broke My Heart"
"33566",2024-02-17,66,"Riley Green Featuring Luke Combs","Different 'Round Here"
"33567",2024-02-17,67,"Fuerza Regida & Marshmello","Harley Quinn"
"33568",2024-02-17,68,"BossMan Dlow","Get In With Me"
"33569",2024-02-17,69,"Travis Scott Featuring Playboi Carti","FE!N"
"33570",2024-02-17,70,"Peso Pluma & Anitta","Bellakeo"
"33571",2024-02-17,71,"Lil Tecca","500lbs"
"33572",2024-02-17,72,"Drake Featuring Yeat","IDGAF"
"33573",2024-02-17,73,"Kane Brown","I Can Feel It"
"33574",2024-02-17,74,"Chayce Beckham","23"
"33575",2024-02-17,75,"21 Savage & Summer Walker","Prove It"
"33576",2024-02-17,76,"310babii","Soak City"
"33577",2024-02-17,77,"Bad Bunny","Monaco"
"33578",2024-02-17,78,"Thomas Rhett Featuring Morgan Wallen","Mamaw's House"
"33579",2024-02-17,79,"Carly Pearce Featuring Chris Stapleton","We Don't Fight Anymore"
"33580",2024-02-17,80,"Good Neighbours","Home"
"33581",2024-02-17,81,"Jung Kook","Standing Next To You"
"33582",2024-02-17,82,"Bad Bunny & Feid","Perro Negro"
"33583",2024-02-17,83,"BigXthaPlug","Mmhmm"
"33584",2024-02-17,84,"Zach Bryan","Oklahoma Smokeshow"
"33585",2024-02-17,85,"Travis Scott","My Eyes"
"33586",2024-02-17,86,"Dylan Gossett","Coal"
"33587",2024-02-17,87,"Lil Yachty","A Cold Sunday"
"33588",2024-02-17,88,"21 Savage","All Of Me"
"33589",2024-02-17,89,"21 Savage & Doja Cat","N.H.I.E."
"33590",2024-02-17,90,"21 Savage & Brent Faiyaz","Should've Wore A Bonnet"
"33591",2024-02-17,91,"Calle 24 x Chino Pacas x Fuerza Regida","Que Onda"
"33592",2024-02-17,92,"The Red Clay Strays","Wondering Why"
"33593",2024-02-17,93,"Junior H","Y Lloro"
"33594",2024-02-17,94,"Chris Brown Featuring Davido & Lojay","Sensational"
"33595",2024-02-17,95,"Lainey Wilson","Wildflowers And Wild Horses"
"33596",2024-02-17,96,"Offset & Don Toliver","Worth It"
"33597",2024-02-17,97,"Noah Kahan With Hozier","Northern Attitude"
"33598",2024-02-17,98,"Michael Marcagi","Scared To Start"
"33599",2024-02-17,99,"Oscar Ortiz X Edgardo Nunez","First Love"
"33600",2024-02-17,100,"Bailey Zimmerman","Where It Ends"
"33601",2024-02-24,1,"Jack Harlow","Lovin On Me"
"33602",2024-02-24,2,"Beyonce","Texas Hold 'Em"
"33603",2024-02-24,3,"¥$: Ye & Ty Dolla $ign Featuring Rich The Kid & Playboi Carti","Carnival"
"33604",2024-02-24,4,"Benson Boone","Beautiful Things"
"33605",2024-02-24,5,"Teddy Swims","Lose Control"
"33606",2024-02-24,6,"Taylor Swift","Cruel Summer"
"33607",2024-02-24,7,"SZA","Snooze"
"33608",2024-02-24,8,"Zach Bryan Featuring Kacey Musgraves","I Remember Everything"
"33609",2024-02-24,9,"Tate McRae","Greedy"
"33610",2024-02-24,10,"Noah Kahan","Stick Season"
"33611",2024-02-24,11,"Luke Combs","Fast Car"
"33612",2024-02-24,12,"Doja Cat","Agora Hills"
"33613",2024-02-24,13,"Tyla","Water"
"33614",2024-02-24,14,"Morgan Wallen","Last Night"
"33615",2024-02-24,15,"21 Savage","Redrum"
"33616",2024-02-24,16,"Morgan Wallen","Thinkin' Bout Me"
"33617",2024-02-24,17,"Miley Cyrus","Flowers"
"33618",2024-02-24,18,"Taylor Swift","Is It Over Now? (Taylor's Version) [From The Vault]"
"33619",2024-02-24,19,"Doja Cat","Paint The Town Red"
"33620",2024-02-24,20,"Usher Featuring Lil Jon & Ludacris","Yeah!"
"33621",2024-02-24,21,"Flo Milli","Never Lose Me"
"33622",2024-02-24,22,"Xavi","La Diabla"
"33623",2024-02-24,23,"¥$: Ye & Ty Dolla $ign","Fuk Sumn"
"33624",2024-02-24,24,"Warren Zeiders","Pretty Little Poison"
"33625",2024-02-24,25,"Dua Lipa","Houdini"
"33626",2024-02-24,26,"¥$: Ye & Ty Dolla $ign","Back To Me"
"33627",2024-02-24,27,"Billie Eilish","What Was I Made For?"
"33628",2024-02-24,28,"Noah Kahan","Forever"
"33629",2024-02-24,29,"Luke Combs","Where The Wild Things Are"
"33630",2024-02-24,30,"¥$: Ye & Ty Dolla $ign Featuring North West","Talking"
"33631",2024-02-24,31,"Ariana Grande","Yes, And?"
"33632",2024-02-24,32,"Muni Long","Made For Me"
"33633",2024-02-24,33,"¥$: Ye & Ty Dolla $ign","Burn"
"33634",2024-02-24,34,"¥$: Ye & Ty Dolla $ign Featuring Lil Durk & Bump J","Vultures"
"33635",2024-02-24,35,"Cody Johnson","The Painter"
"33636",2024-02-24,36,"Usher, Summer Walker & 21 Savage","Good Good"
"33637",2024-02-24,37,"Justin Timberlake","Selfish"
"33638",2024-02-24,38,"Beyonce","16 Carriages"
"33639",2024-02-24,39,"¥$: Ye & Ty Dolla $ign","Stars"
"33640",2024-02-24,40,"Nicki Minaj Featuring Lil Uzi Vert","Everybody"
"33641",2024-02-24,41,"Drake Featuring Sexyy Red & SZA","Rich Baby Daddy"
"33642",2024-02-24,42,"Sabrina Carpenter","Feather"
"33643",2024-02-24,43,"Olivia Rodrigo","Vampire"
"33644",2024-02-24,44,"Victoria Monet","On My Mama"
"33645",2024-02-24,45,"Jessie Murph & Jelly Roll","Wild Ones"
"33646",2024-02-24,46,"Dua Lipa","Dance The Night"
"33647",2024-02-24,47,"Jelly Roll With Lainey Wilson","Save Me"
"33648",2024-02-24,48,"Megan Thee Stallion","Hiss"
"33649",2024-02-24,49,"Tate McRae","Exes"
"33650",2024-02-24,50,"Jelly Roll","Need A Favor"
"33651",2024-02-24,51,"HARDY","Truck Bed"
"33652",2024-02-24,52,"¥$: Ye & Ty Dolla $ign","Do It"
"33653",2024-02-24,53,"¥$: Ye & Ty Dolla $ign","Paid"
"33654",2024-02-24,54,"JID Featuring 21 Savage & Baby Tate","Surround Sound"
"33655",2024-02-24,55,"¥$: Ye & Ty Dolla $ign","Keys To My Life"
"33656",2024-02-24,56,"Nate Smith","World On Fire"
"33657",2024-02-24,57,"Drake Featuring J. Cole","First Person Shooter"
"33658",2024-02-24,58,"Xavi","La Victima"
"33659",2024-02-24,59,"BossMan Dlow","Get In With Me"
"33660",2024-02-24,60,"Parker McCollum","Burn It Down"
"33661",2024-02-24,61,"Jung Kook","Standing Next To You"
"33662",2024-02-24,62,"Ice Spice","Think U The Shit (Fart)"
"33663",2024-02-24,63,"YG Marley","Praise Jah In The Moonlight"
"33664",2024-02-24,64,"¥$: Ye & Ty Dolla $ign","Paperwork"
"33665",2024-02-24,65,"¥$: Ye & Ty Dolla $ign","Beg Forgiveness"
"33666",2024-02-24,66,"Morgan Wallen Featuring Eric Church","Man Made A Bar"
"33667",2024-02-24,67,"¥$: Ye & Ty Dolla $ign","Hoodrat"
"33668",2024-02-24,68,"Rich Amiri","One Call"
"33669",2024-02-24,69,"Kali Uchis & Peso Pluma","Igual Que Un Angel"
"33670",2024-02-24,70,"Morgan Wallen","Spin You Around (1/24)"
"33671",2024-02-24,71,"Nicki Minaj","FTCU"
"33672",2024-02-24,72,"The Weeknd, Jennie & Lily-Rose Depp","One Of The Girls"
"33673",2024-02-24,73,"Sophie Ellis-Bextor","Murder On The Dancefloor"
"33674",2024-02-24,74,"Drake","You Broke My Heart"
"33675",2024-02-24,75,"Noah Kahan With Hozier","Northern Attitude"
"33676",2024-02-24,76,"Travis Scott Featuring Playboi Carti","FE!N"
"33677",2024-02-24,77,"Chayce Beckham","23"
"33678",2024-02-24,78,"Don Toliver","Bandit"
"33679",2024-02-24,79,"¥$: Ye & Ty Dolla $ign","Problematic"
"33680",2024-02-24,80,"21 Savage, Travis Scott & Metro Boomin","Nee-nah"
"33681",2024-02-24,81,"4batz Featuring Drake","Act II: Date @ 8"
"33682",2024-02-24,82,"Kane Brown","I Can Feel It"
"33683",2024-02-24,83,"Thomas Rhett Featuring Morgan Wallen","Mamaw's House"
"33684",2024-02-24,84,"310babii","Soak City"
"33685",2024-02-24,85,"Fuerza Regida & Marshmello","Harley Quinn"
"33686",2024-02-24,86,"Noah Kahan","You're Gonna Go Far"
"33687",2024-02-24,87,"Peso Pluma & Anitta","Bellakeo"
"33688",2024-02-24,88,"Drake Featuring Yeat","IDGAF"
"33689",2024-02-24,89,"GloRilla","Yeah Glo!"
"33690",2024-02-24,90,"Riley Green Featuring Luke Combs","Different 'Round Here"
"33691",2024-02-24,91,"Noah Kahan With Kacey Musgraves","She Calls Me Back"
"33692",2024-02-24,92,"Carly Pearce Featuring Chris Stapleton","We Don't Fight Anymore"
"33693",2024-02-24,93,"¥$: Ye & Ty Dolla $ign","Good (Don't Die)"
"33694",2024-02-24,94,"¥$: Ye & Ty Dolla $ign","King"
"33695",2024-02-24,95,"Dylan Gossett","Coal"
"33696",2024-02-24,96,"BigXthaPlug","Mmhmm"
"33697",2024-02-24,97,"Bad Bunny","Monaco"
"33698",2024-02-24,98,"21 Savage & Summer Walker","Prove It"
"33699",2024-02-24,99,"Bad Bunny & Feid","Perro Negro"
"33700",2024-02-24,100,"Latto Featuring Megan Thee Stallion & Flo Milli","Sunday Service"
"33701",2024-03-02,1,"Beyonce","What Hints Do 2025 BET Awards Nominations Give Us About 2026 Grammys?"
"33702",2024-03-02,2,"Jack Harlow","Texas Hold 'Em"
"33703",2024-03-02,3,"Teddy Swims","Lovin On Me"
"33704",2024-03-02,4,"¥$: Ye & Ty Dolla $ign Featuring Rich The Kid & Playboi Carti","Lose Control"
"33705",2024-03-02,5,"Benson Boone","Carnival"
"33706",2024-03-02,6,"SZA","Beautiful Things"
"33707",2024-03-02,7,"Taylor Swift","Snooze"
"33708",2024-03-02,8,"Tate McRae","Cruel Summer"
"33709",2024-03-02,9,"Zach Bryan Featuring Kacey Musgraves","Greedy"
"33710",2024-03-02,10,"Doja Cat","I Remember Everything"
"33711",2024-03-02,11,"Ariana Grande","Agora Hills"
"33712",2024-03-02,12,"Noah Kahan","Yes, And?"
"33713",2024-03-02,13,"Luke Combs","Stick Season"
"33714",2024-03-02,14,"Tyla","Fast Car"
"33715",2024-03-02,15,"Morgan Wallen","Water"
"33716",2024-03-02,16,"21 Savage","Last Night"
"33717",2024-03-02,17,"Morgan Wallen","Redrum"
"33718",2024-03-02,18,"Taylor Swift","Thinkin' Bout Me"
"33719",2024-03-02,19,"Warren Zeiders","Is It Over Now? (Taylor's Version) [From The Vault]"
"33720",2024-03-02,20,"Miley Cyrus","Pretty Little Poison"
"33721",2024-03-02,21,"Doja Cat","Flowers"
"33722",2024-03-02,22,"Dua Lipa","Paint The Town Red"
"33723",2024-03-02,23,"Muni Long","Houdini"
"33724",2024-03-02,24,"Flo Milli","Made For Me"
"33725",2024-03-02,25,"Xavi","Never Lose Me"
"33726",2024-03-02,26,"Luke Combs","La Diabla"
"33727",2024-03-02,27,"Dua Lipa","Where The Wild Things Are"
"33728",2024-03-02,28,"Cody Johnson","Training Season"
"33729",2024-03-02,29,"Sabrina Carpenter","The Painter"
"33730",2024-03-02,30,"Billie Eilish","Feather"
"33731",2024-03-02,31,"Drake Featuring Sexyy Red & SZA","What Was I Made For?"
"33732",2024-03-02,32,"Bryson Tiller","Rich Baby Daddy"
"33733",2024-03-02,33,"HARDY","Whatever She Wants"
"33734",2024-03-02,34,"Justin Timberlake","Truck Bed"
"33735",2024-03-02,35,"Nicki Minaj Featuring Lil Uzi Vert","Selfish"
"33736",2024-03-02,36,"Olivia Rodrigo","Everybody"
"33737",2024-03-02,37,"Jessie Murph & Jelly Roll","Vampire"
"33738",2024-03-02,38,"Victoria Monet","Wild Ones"
"33739",2024-03-02,39,"YG Marley","On My Mama"
"33740",2024-03-02,40,"Jelly Roll With Lainey Wilson","Praise Jah In The Moonlight"
"33741",2024-03-02,41,"Tate McRae","Save Me"
"33742",2024-03-02,42,"Yeat","Exes"
"33743",2024-03-02,43,"Dua Lipa","Breathe"
"33744",2024-03-02,44,"Jelly Roll","Dance The Night"
"33745",2024-03-02,45,"JID Featuring 21 Savage & Baby Tate","Need A Favor"
"33746",2024-03-02,46,"Nate Smith","Surround Sound"
"33747",2024-03-02,47,"Usher Featuring Lil Jon & Ludacris","World On Fire"
"33748",2024-03-02,48,"Parker McCollum","Yeah!"
"33749",2024-03-02,49,"Usher, Summer Walker & 21 Savage","Burn It Down"
"33750",2024-03-02,50,"Xavi","Good Good"
"33751",2024-03-02,51,"Djo","La Victima"
"33752",2024-03-02,52,"BossMan Dlow","End Of Beginning"
"33753",2024-03-02,53,"¥$: Ye & Ty Dolla $ign","Get In With Me"
"33754",2024-03-02,54,"Morgan Wallen Featuring Eric Church","Burn"
"33755",2024-03-02,55,"Beyonce","Man Made A Bar"
"33756",2024-03-02,56,"Drake Featuring J. Cole","16 Carriages"
"33757",2024-03-02,57,"¥$: Ye & Ty Dolla $ign","First Person Shooter"
"33758",2024-03-02,58,"The Weeknd, Jennie & Lily-Rose Depp","Fuk Sumn"
"33759",2024-03-02,59,"¥$: Ye & Ty Dolla $ign","One Of The Girls"
"33760",2024-03-02,60,"Rich Amiri","Back To Me"
"33761",2024-03-02,61,"Karol G & Tiesto","One Call"
"33762",2024-03-02,62,"Chayce Beckham","Contigo"
"33763",2024-03-02,63,"Sophie Ellis-Bextor","23"
"33764",2024-03-02,64,"Drake","Murder On The Dancefloor"
"33765",2024-03-02,65,"Ice Spice","You Broke My Heart"
"33766",2024-03-02,66,"Nicki Minaj","Think U The Shit (Fart)"
"33767",2024-03-02,67,"Travis Scott Featuring Playboi Carti","FTCU"
"33768",2024-03-02,68,"Megan Thee Stallion","FE!N"
"33769",2024-03-02,69,"Kane Brown","Hiss"
"33770",2024-03-02,70,"Don Toliver","I Can Feel It"
"33771",2024-03-02,71,"Morgan Wallen","Bandit"
"33772",2024-03-02,72,"310babii","Spin You Around (1/24)"
"33773",2024-03-02,73,"Noah Kahan","Soak City"
"33774",2024-03-02,74,"Thomas Rhett Featuring Morgan Wallen","Forever"
"33775",2024-03-02,75,"4batz Featuring Drake","Mamaw's House"
"33776",2024-03-02,76,"Kali Uchis & Peso Pluma","Act II: Date @ 8"
"33777",2024-03-02,77,"21 Savage, Travis Scott & Metro Boomin","Igual Que Un Angel"
"33778",2024-03-02,78,"Lainey Wilson","Nee-nah"
"33779",2024-03-02,79,"Peso Pluma & Anitta","Wildflowers And Wild Horses"
"33780",2024-03-02,80,"Fuerza Regida & Marshmello","Bellakeo"
"33781",2024-03-02,81,"Jung Kook","Harley Quinn"
"33782",2024-03-02,82,"Gunna","Standing Next To You"
"33783",2024-03-02,83,"Drake Featuring Yeat","Bittersweet"
"33784",2024-03-02,84,"Good Neighbours","IDGAF"
"33785",2024-03-02,85,"¥$: Ye & Ty Dolla $ign Featuring Lil Durk & Bump J","Home"
"33786",2024-03-02,86,"GloRilla","Vultures"
"33787",2024-03-02,87,"Dylan Gossett","Yeah Glo!"
"33788",2024-03-02,88,"BigXthaPlug","Coal"
"33789",2024-03-02,89,"Yeat","Mmhmm"
"33790",2024-03-02,90,"Bad Bunny & Feid","Psycho CEO"
"33791",2024-03-02,91,"Chris Brown Featuring Davido & Lojay","Perro Negro"
"33792",2024-03-02,92,"Zach Bryan","Sensational"
"33793",2024-03-02,93,"Fuerza Regida","Oklahoma Smokeshow"
"33794",2024-03-02,94,"¥$: Ye & Ty Dolla $ign","Tu Name"
"33795",2024-03-02,95,"Offset & Don Toliver","Do It"
"33796",2024-03-02,96,"¥$: Ye & Ty Dolla $ign Featuring North West","Worth It"
"33797",2024-03-02,97,"Bad Bunny","Talking"
"33798",2024-03-02,98,"Bailey Zimmerman","Monaco"
"33799",2024-03-02,99,"The Red Clay Strays","Where It Ends"
"33800",2024-03-02,100,"Noah Kahan With Hozier","Wondering Why"
"33801",2024-03-09,1,"Beyonce","What Hints Do 2025 BET Awards Nominations Give Us About 2026 Grammys?"
"33802",2024-03-09,2,"¥$: Ye & Ty Dolla $ign Featuring Rich The Kid & Playboi Carti","Texas Hold 'Em"
"33803",2024-03-09,3,"Jack Harlow","Carnival"
"33804",2024-03-09,4,"Benson Boone","Lovin On Me"
"33805",2024-03-09,5,"Teddy Swims","Beautiful Things"
"33806",2024-03-09,6,"SZA","Lose Control"
"33807",2024-03-09,7,"Zach Bryan Featuring Kacey Musgraves","Saturn"
"33808",2024-03-09,8,"Tate McRae","I Remember Everything"
"33809",2024-03-09,9,"SZA","Greedy"
"33810",2024-03-09,10,"Taylor Swift","Snooze"
"33811",2024-03-09,11,"Noah Kahan","Cruel Summer"
"33812",2024-03-09,12,"Doja Cat","Stick Season"
"33813",2024-03-09,13,"21 Savage","Agora Hills"
"33814",2024-03-09,14,"Luke Combs","Redrum"
"33815",2024-03-09,15,"Morgan Wallen","Fast Car"
"33816",2024-03-09,16,"Tyla","Last Night"
"33817",2024-03-09,17,"Morgan Wallen","Water"
"33818",2024-03-09,18,"Taylor Swift","Thinkin' Bout Me"
"33819",2024-03-09,19,"Warren Zeiders","Is It Over Now? (Taylor's Version) [From The Vault]"
"33820",2024-03-09,20,"Muni Long","Pretty Little Poison"
"33821",2024-03-09,21,"Miley Cyrus","Made For Me"
"33822",2024-03-09,22,"Bryson Tiller","Flowers"
"33823",2024-03-09,23,"Doja Cat","Whatever She Wants"
"33824",2024-03-09,24,"Dua Lipa","Paint The Town Red"
"33825",2024-03-09,25,"Cody Johnson","Houdini"
"33826",2024-03-09,26,"Flo Milli","The Painter"
"33827",2024-03-09,27,"Xavi","Never Lose Me"
"33828",2024-03-09,28,"Ariana Grande","La Diabla"
"33829",2024-03-09,29,"Sabrina Carpenter","Yes, And?"
"33830",2024-03-09,30,"Billie Eilish","Feather"
"33831",2024-03-09,31,"Luke Combs","What Was I Made For?"
"33832",2024-03-09,32,"HARDY","Where The Wild Things Are"
"33833",2024-03-09,33,"Justin Timberlake","Truck Bed"
"33834",2024-03-09,34,"YG Marley","Selfish"
"33835",2024-03-09,35,"Djo","Praise Jah In The Moonlight"
"33836",2024-03-09,36,"Olivia Rodrigo","End Of Beginning"
"33837",2024-03-09,37,"Jessie Murph & Jelly Roll","Vampire"
"33838",2024-03-09,38,"Drake Featuring Sexyy Red & SZA","Wild Ones"
"33839",2024-03-09,39,"Jelly Roll With Lainey Wilson","Rich Baby Daddy"
"33840",2024-03-09,40,"Nicki Minaj Featuring Lil Uzi Vert","Save Me"
"33841",2024-03-09,41,"Victoria Monet","Everybody"
"33842",2024-03-09,42,"Tate McRae","On My Mama"
"33843",2024-03-09,43,"JID Featuring 21 Savage & Baby Tate","Exes"
"33844",2024-03-09,44,"Yeat","Surround Sound"
"33845",2024-03-09,45,"Jelly Roll","Breathe"
"33846",2024-03-09,46,"Morgan Wallen Featuring Eric Church","Need A Favor"
"33847",2024-03-09,47,"Dua Lipa","Man Made A Bar"
"33848",2024-03-09,48,"Parker McCollum","Dance The Night"
"33849",2024-03-09,49,"BossMan Dlow","Burn It Down"
"33850",2024-03-09,50,"Nate Smith","Get In With Me"
"33851",2024-03-09,51,"The Weeknd, Jennie & Lily-Rose Depp","World On Fire"
"33852",2024-03-09,52,"Drake","One Of The Girls"
"33853",2024-03-09,53,"Xavi","You Broke My Heart"
"33854",2024-03-09,54,"Bailey Zimmerman","La Victima"
"33855",2024-03-09,55,"Kane Brown","Holy Smokes"
"33856",2024-03-09,56,"Selena Gomez","I Can Feel It"
"33857",2024-03-09,57,"Chayce Beckham","Love On"
"33858",2024-03-09,58,"Travis Scott Featuring Playboi Carti","23"
"33859",2024-03-09,59,"310babii","FE!N"
"33860",2024-03-09,60,"Rich Amiri","Soak City"
"33861",2024-03-09,61,"Dua Lipa","One Call"
"33862",2024-03-09,62,"Lil Durk","Training Season"
"33863",2024-03-09,63,"¥$: Ye & Ty Dolla $ign","Old Days"
"33864",2024-03-09,64,"Sophie Ellis-Bextor","Burn"
"33865",2024-03-09,65,"Thomas Rhett Featuring Morgan Wallen","Murder On The Dancefloor"
"33866",2024-03-09,66,"Nicki Minaj","Mamaw's House"
"33867",2024-03-09,67,"Don Toliver","FTCU"
"33868",2024-03-09,68,"4batz Featuring Drake","Bandit"
"33869",2024-03-09,69,"Lainey Wilson","Act II: Date @ 8"
"33870",2024-03-09,70,"Morgan Wallen","Wildflowers And Wild Horses"
"33871",2024-03-09,71,"21 Savage, Travis Scott & Metro Boomin","Spin You Around (1/24)"
"33872",2024-03-09,72,"Ice Spice","Nee-nah"
"33873",2024-03-09,73,"Dylan Gossett","Think U The Shit (Fart)"
"33874",2024-03-09,74,"Beyonce","Coal"
"33875",2024-03-09,75,"Fuerza Regida & Marshmello","16 Carriages"
"33876",2024-03-09,76,"mgk","Harley Quinn"
"33877",2024-03-09,77,"Tucker Wetmore","Dont Let Me Go"
"33878",2024-03-09,78,"Kali Uchis & Peso Pluma","Wine Into Whiskey"
"33879",2024-03-09,79,"Peso Pluma & Anitta","Igual Que Un Angel"
"33880",2024-03-09,80,"Good Neighbours","Bellakeo"
"33881",2024-03-09,81,"Bailey Zimmerman","Home"
"33882",2024-03-09,82,"¥$: Ye & Ty Dolla $ign","Where It Ends"
"33883",2024-03-09,83,"Fuerza Regida","Fuk Sumn"
"33884",2024-03-09,84,"GloRilla","Tu Name"
"33885",2024-03-09,85,"Bad Bunny & Feid","Yeah Glo!"
"33886",2024-03-09,86,"Megan Thee Stallion","Perro Negro"
"33887",2024-03-09,87,"Jung Kook","Hiss"
"33888",2024-03-09,88,"BigXthaPlug","Standing Next To You"
"33889",2024-03-09,89,"Chris Brown Featuring Davido & Lojay","Mmhmm"
"33890",2024-03-09,90,"Karol G & Tiesto","Sensational"
"33891",2024-03-09,91,"Noah Kahan","Contigo"
"33892",2024-03-09,92,"Zach Bryan","Forever"
"33893",2024-03-09,93,"Offset & Don Toliver","Oklahoma Smokeshow"
"33894",2024-03-09,94,"Bad Bunny","Worth It"
"33895",2024-03-09,95,"Michael Marcagi","Monaco"
"33896",2024-03-09,96,"Key Glock & Young Dolph","Scared To Start"
"33897",2024-03-09,97,"¥$: Ye & Ty Dolla $ign","Let's Go"
"33898",2024-03-09,98,"21 Savage & Summer Walker","Back To Me"
"33899",2024-03-09,99,"LE SSERAFIM","Prove It"
"33900",2024-03-09,100,"Travis Scott","Easy"
"33901",2024-03-16,1,"¥$: Ye & Ty Dolla $ign Featuring Rich The Kid & Playboi Carti","Carnival"
"33902",2024-03-16,2,"Teddy Swims","Lose Control"
"33903",2024-03-16,3,"Jack Harlow","Lovin On Me"
"33904",2024-03-16,4,"Benson Boone","Beautiful Things"
"33905",2024-03-16,5,"Beyonce","Texas Hold 'Em"
"33906",2024-03-16,6,"Tate McRae","Greedy"
"33907",2024-03-16,7,"Zach Bryan Featuring Kacey Musgraves","I Remember Everything"
"33908",2024-03-16,8,"SZA","Snooze"
"33909",2024-03-16,9,"Doja Cat","Agora Hills"
"33910",2024-03-16,10,"Taylor Swift","Cruel Summer"
"33911",2024-03-16,11,"Noah Kahan","Stick Season"
"33912",2024-03-16,12,"21 Savage","Redrum"
"33913",2024-03-16,13,"SZA","Saturn"
"33914",2024-03-16,14,"Luke Combs","Fast Car"
"33915",2024-03-16,15,"Morgan Wallen","Last Night"
"33916",2024-03-16,16,"Taylor Swift","Is It Over Now? (Taylor's Version) [From The Vault]"
"33917",2024-03-16,17,"Tyla","Water"
"33918",2024-03-16,18,"Morgan Wallen","Thinkin' Bout Me"
"33919",2024-03-16,19,"Bryson Tiller","Whatever She Wants"
"33920",2024-03-16,20,"Muni Long","Made For Me"
"33921",2024-03-16,21,"Miley Cyrus","Flowers"
"33922",2024-03-16,22,"Dua Lipa","Houdini"
"33923",2024-03-16,23,"Djo","End Of Beginning"
"33924",2024-03-16,24,"Warren Zeiders","Pretty Little Poison"
"33925",2024-03-16,25,"Doja Cat","Paint The Town Red"
"33926",2024-03-16,26,"Luke Combs","Where The Wild Things Are"
"33927",2024-03-16,27,"Flo Milli","Never Lose Me"
"33928",2024-03-16,28,"Sabrina Carpenter","Feather"
"33929",2024-03-16,29,"HARDY","Truck Bed"
"33930",2024-03-16,30,"Cody Johnson","The Painter"
"33931",2024-03-16,31,"Ariana Grande","Yes, And?"
"33932",2024-03-16,32,"Justin Timberlake","Selfish"
"33933",2024-03-16,33,"Xavi","La Diabla"
"33934",2024-03-16,34,"Billie Eilish","What Was I Made For?"
"33935",2024-03-16,35,"Jessie Murph & Jelly Roll","Wild Ones"
"33936",2024-03-16,36,"Jelly Roll With Lainey Wilson","Save Me"
